ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-SU4+StopWordRemoval,FNS31654,31654.TXT,0.49632,0.20670,0.29185,4

ROUGE-L+StopWordRemoval,FNS31655,31655.TXT,0.42674,0.53155,0.47342,3

ROUGE-1+StopWordRemoval,FNS31655,31655.TXT,0.46942,0.68562,0.55729,3

ROUGE-2+StopWordRemoval,FNS31655,31655.TXT,0.27511,0.35332,0.30935,3

ROUGE-SU4+StopWordRemoval,FNS31655,31655.TXT,0.33599,0.35612,0.34576,3

ROUGE-L+StopWordRemoval,FNS32865,32865.TXT,0.34032,0.24770,0.28671,3

ROUGE-1+StopWordRemoval,FNS32865,32865.TXT,0.39055,0.30481,0.34239,3

ROUGE-2+StopWordRemoval,FNS32865,32865.TXT,0.18295,0.08137,0.11264,3

ROUGE-SU4+StopWordRemoval,FNS32865,32865.TXT,0.24064,0.11897,0.15922,3

ROUGE-L+StopWordRemoval,FNS32623,32623.TXT,0.30443,0.26840,0.28528,3

ROUGE-1+StopWordRemoval,FNS32623,32623.TXT,0.38221,0.45024,0.41344,3

ROUGE-2+StopWordRemoval,FNS32623,32623.TXT,0.14949,0.14841,0.14895,3

ROUGE-SU4+StopWordRemoval,FNS32623,32623.TXT,0.21135,0.18887,0.19948,3

ROUGE-L+StopWordRemoval,FNS32061,32061.TXT,0.46307,0.38317,0.41935,4

ROUGE-1+StopWordRemoval,FNS32061,32061.TXT,0.55620,0.45090,0.49805,4

ROUGE-2+StopWordRemoval,FNS32061,32061.TXT,0.31263,0.25301,0.27968,4

ROUGE-SU4+StopWordRemoval,FNS32061,32061.TXT,0.39309,0.25201,0.30712,4

ROUGE-L+StopWordRemoval,FNS32183,32183.TXT,0.36443,0.24852,0.29551,3

ROUGE-1+StopWordRemoval,FNS32183,32183.TXT,0.56935,0.36961,0.44824,3

ROUGE-2+StopWordRemoval,FNS32183,32183.TXT,0.18408,0.10654,0.13497,3

ROUGE-SU4+StopWordRemoval,FNS32183,32183.TXT,0.29789,0.14829,0.19801,3

ROUGE-L+StopWordRemoval,FNS32185,32185.TXT,0.55986,0.54649,0.55309,3

ROUGE-1+StopWordRemoval,FNS32185,32185.TXT,0.59273,0.55910,0.57542,3

ROUGE-2+StopWordRemoval,FNS32185,32185.TXT,0.38450,0.36331,0.37361,3

ROUGE-SU4+StopWordRemoval,FNS32185,32185.TXT,0.45327,0.34882,0.39425,3

ROUGE-L+StopWordRemoval,FNS33154,33154.TXT,0.33329,0.23866,0.27815,3

ROUGE-1+StopWordRemoval,FNS33154,33154.TXT,0.41387,0.31286,0.35634,3

ROUGE-2+StopWordRemoval,FNS33154,33154.TXT,0.11751,0.08233,0.09682,3

ROUGE-SU4+StopWordRemoval,FNS33154,33154.TXT,0.20928,0.12492,0.15646,3

ROUGE-L+StopWordRemoval,FNS32186,32186.TXT,0.31451,0.33870,0.32616,3

ROUGE-1+StopWordRemoval,FNS32186,32186.TXT,0.47703,0.52422,0.49951,3

ROUGE-2+StopWordRemoval,FNS32186,32186.TXT,0.20821,0.19557,0.20169,3

ROUGE-SU4+StopWordRemoval,FNS32186,32186.TXT,0.28682,0.22700,0.25343,3

ROUGE-L+StopWordRemoval,FNS33035,33035.TXT,0.48699,0.34255,0.40219,3

ROUGE-1+StopWordRemoval,FNS33035,33035.TXT,0.51652,0.42427,0.46587,3

ROUGE-2+StopWordRemoval,FNS33035,33035.TXT,0.25589,0.21084,0.23119,3

ROUGE-SU4+StopWordRemoval,FNS33035,33035.TXT,0.34844,0.22881,0.27623,3

ROUGE-L+StopWordRemoval,FNS33155,33155.TXT,0.37945,0.35308,0.36579,4

ROUGE-1+StopWordRemoval,FNS33155,33155.TXT,0.41415,0.38293,0.39793,4

ROUGE-2+StopWordRemoval,FNS33155,33155.TXT,0.22156,0.24496,0.23268,4

ROUGE-SU4+StopWordRemoval,FNS33155,33155.TXT,0.29880,0.23562,0.26348,4

ROUGE-L+StopWordRemoval,FNS32067,32067.TXT,0.28852,0.30823,0.29805,3

ROUGE-1+StopWordRemoval,FNS32067,32067.TXT,0.44487,0.26277,0.33039,3

ROUGE-2+StopWordRemoval,FNS32067,32067.TXT,0.17537,0.07446,0.10454,3

ROUGE-SU4+StopWordRemoval,FNS32067,32067.TXT,0.25680,0.10435,0.14840,3

ROUGE-L+StopWordRemoval,FNS32190,32190.TXT,0.48952,0.47485,0.48207,3

ROUGE-1+StopWordRemoval,FNS32190,32190.TXT,0.58140,0.51509,0.54624,3

ROUGE-2+StopWordRemoval,FNS32190,32190.TXT,0.36624,0.31033,0.33598,3

ROUGE-SU4+StopWordRemoval,FNS32190,32190.TXT,0.44517,0.28701,0.34901,3

ROUGE-L+StopWordRemoval,FNS31659,31659.TXT,0.52201,0.48767,0.50426,3

ROUGE-1+StopWordRemoval,FNS31659,31659.TXT,0.64289,0.53299,0.58280,3

ROUGE-2+StopWordRemoval,FNS31659,31659.TXT,0.38440,0.34828,0.36545,3

ROUGE-SU4+StopWordRemoval,FNS31659,31659.TXT,0.44042,0.35191,0.39123,3

ROUGE-L+StopWordRemoval,FNS32156,32156.TXT,0.47978,0.38267,0.42575,4

ROUGE-1+StopWordRemoval,FNS32156,32156.TXT,0.48895,0.43544,0.46064,4

ROUGE-2+StopWordRemoval,FNS32156,32156.TXT,0.31422,0.27330,0.29233,4

ROUGE-SU4+StopWordRemoval,FNS32156,32156.TXT,0.39048,0.25782,0.31058,4

ROUGE-L+StopWordRemoval,FNS32157,32157.TXT,0.33759,0.33179,0.33467,3

ROUGE-1+StopWordRemoval,FNS32157,32157.TXT,0.44962,0.49287,0.47025,3

ROUGE-2+StopWordRemoval,FNS32157,32157.TXT,0.18991,0.20251,0.19601,3

ROUGE-SU4+StopWordRemoval,FNS32157,32157.TXT,0.27990,0.23565,0.25587,3

ROUGE-L+StopWordRemoval,FNS31620,31620.TXT,0.48168,0.42677,0.45256,4

ROUGE-1+StopWordRemoval,FNS31620,31620.TXT,0.51775,0.48832,0.50261,4

ROUGE-2+StopWordRemoval,FNS31620,31620.TXT,0.29194,0.27973,0.28570,4

ROUGE-SU4+StopWordRemoval,FNS31620,31620.TXT,0.37659,0.27391,0.31714,4

ROUGE-L+StopWordRemoval,FNS30894,30894.TXT,0.30464,0.33774,0.32033,4

ROUGE-1+StopWordRemoval,FNS30894,30894.TXT,0.40853,0.50841,0.45303,4

ROUGE-2+StopWordRemoval,FNS30894,30894.TXT,0.13716,0.16327,0.14908,4

ROUGE-SU4+StopWordRemoval,FNS30894,30894.TXT,0.22556,0.21655,0.22096,4

ROUGE-L+StopWordRemoval,FNS31983,31983.TXT,0.38536,0.27536,0.32120,3

ROUGE-1+StopWordRemoval,FNS31983,31983.TXT,0.50826,0.37125,0.42909,3

ROUGE-2+StopWordRemoval,FNS31983,31983.TXT,0.27623,0.13009,0.17688,3

ROUGE-SU4+StopWordRemoval,FNS31983,31983.TXT,0.35057,0.16359,0.22308,3

ROUGE-L+StopWordRemoval,FNS30895,30895.TXT,0.39062,0.56179,0.46082,3

ROUGE-1+StopWordRemoval,FNS30895,30895.TXT,0.38305,0.66531,0.48618,3

ROUGE-2+StopWordRemoval,FNS30895,30895.TXT,0.20414,0.34858,0.25749,3

ROUGE-SU4+StopWordRemoval,FNS30895,30895.TXT,0.27561,0.35375,0.30983,3

ROUGE-L+StopWordRemoval,FNS31984,31984.TXT,0.46634,0.49749,0.48141,3

ROUGE-1+StopWordRemoval,FNS31984,31984.TXT,0.54079,0.55533,0.54796,3

ROUGE-2+StopWordRemoval,FNS31984,31984.TXT,0.32600,0.35810,0.34130,3

ROUGE-SU4+StopWordRemoval,FNS31984,31984.TXT,0.39013,0.32018,0.35171,3

ROUGE-L+StopWordRemoval,FNS32954,32954.TXT,0.34302,0.35024,0.34659,4

ROUGE-1+StopWordRemoval,FNS32954,32954.TXT,0.34839,0.36584,0.35690,4

ROUGE-2+StopWordRemoval,FNS32954,32954.TXT,0.11092,0.23218,0.15012,4

ROUGE-SU4+StopWordRemoval,FNS32954,32954.TXT,0.19623,0.22218,0.20840,4

ROUGE-L+StopWordRemoval,FNS30897,30897.TXT,0.29282,0.27733,0.28487,3

ROUGE-1+StopWordRemoval,FNS30897,30897.TXT,0.46676,0.37678,0.41697,3

ROUGE-2+StopWordRemoval,FNS30897,30897.TXT,0.10772,0.06873,0.08391,3

ROUGE-SU4+StopWordRemoval,FNS30897,30897.TXT,0.23143,0.12808,0.16490,3

ROUGE-L+StopWordRemoval,FNS31623,31623.TXT,0.52529,0.42343,0.46889,4

ROUGE-1+StopWordRemoval,FNS31623,31623.TXT,0.58537,0.46884,0.52067,4

ROUGE-2+StopWordRemoval,FNS31623,31623.TXT,0.32851,0.27792,0.30110,4

ROUGE-SU4+StopWordRemoval,FNS31623,31623.TXT,0.42925,0.27175,0.33281,4

ROUGE-L+StopWordRemoval,FNS31987,31987.TXT,0.54653,0.54037,0.54343,3

ROUGE-1+StopWordRemoval,FNS31987,31987.TXT,0.57292,0.57222,0.57257,3

ROUGE-2+StopWordRemoval,FNS31987,31987.TXT,0.35676,0.37259,0.36450,3

ROUGE-SU4+StopWordRemoval,FNS31987,31987.TXT,0.42395,0.35848,0.38848,3

ROUGE-L+StopWordRemoval,FNS31866,31866.TXT,0.41259,0.40466,0.40859,4

ROUGE-1+StopWordRemoval,FNS31866,31866.TXT,0.41071,0.47746,0.44158,4

ROUGE-2+StopWordRemoval,FNS31866,31866.TXT,0.23251,0.27949,0.25384,4

ROUGE-SU4+StopWordRemoval,FNS31866,31866.TXT,0.30758,0.27182,0.28859,4

ROUGE-L+StopWordRemoval,FNS30777,30777.TXT,0.47920,0.44298,0.46038,3

ROUGE-1+StopWordRemoval,FNS30777,30777.TXT,0.48055,0.53192,0.50493,3

ROUGE-2+StopWordRemoval,FNS30777,30777.TXT,0.29334,0.33771,0.31397,3

ROUGE-SU4+StopWordRemoval,FNS30777,30777.TXT,0.34893,0.34135,0.34510,3

ROUGE-L+StopWordRemoval,FNS32392,32392.TXT,0.42539,0.45947,0.44177,4

ROUGE-1+StopWordRemoval,FNS32392,32392.TXT,0.45729,0.54146,0.49583,4

ROUGE-2+StopWordRemoval,FNS32392,32392.TXT,0.25875,0.29909,0.27746,4

ROUGE-SU4+StopWordRemoval,FNS32392,32392.TXT,0.32731,0.30507,0.31580,4

ROUGE-L+StopWordRemoval,FNS32150,32150.TXT,0.41517,0.42999,0.42245,3

ROUGE-1+StopWordRemoval,FNS32150,32150.TXT,0.48515,0.47694,0.48101,3

ROUGE-2+StopWordRemoval,FNS32150,32150.TXT,0.25165,0.21600,0.23247,3

ROUGE-SU4+StopWordRemoval,FNS32150,32150.TXT,0.32658,0.23506,0.27336,3

ROUGE-L+StopWordRemoval,FNS31061,31061.TXT,0.21880,0.08191,0.11920,3

ROUGE-1+StopWordRemoval,FNS31061,31061.TXT,0.43926,0.16057,0.23517,3

ROUGE-2+StopWordRemoval,FNS31061,31061.TXT,0.17951,0.04388,0.07053,3

ROUGE-SU4+StopWordRemoval,FNS31061,31061.TXT,0.30040,0.05689,0.09567,3

ROUGE-L+StopWordRemoval,FNS32272,32272.TXT,0.39949,0.39076,0.39508,4

ROUGE-1+StopWordRemoval,FNS32272,32272.TXT,0.38330,0.46448,0.42001,4

ROUGE-2+StopWordRemoval,FNS32272,32272.TXT,0.20188,0.23849,0.21866,4

ROUGE-SU4+StopWordRemoval,FNS32272,32272.TXT,0.26366,0.23324,0.24752,4

ROUGE-L+StopWordRemoval,FNS32394,32394.TXT,0.42689,0.26965,0.33052,3

ROUGE-1+StopWordRemoval,FNS32394,32394.TXT,0.52474,0.31890,0.39671,3

ROUGE-2+StopWordRemoval,FNS32394,32394.TXT,0.23789,0.09770,0.13851,3

ROUGE-SU4+StopWordRemoval,FNS32394,32394.TXT,0.32597,0.12879,0.18463,3

ROUGE-L+StopWordRemoval,FNS31063,31063.TXT,0.42000,0.48462,0.45000,3

ROUGE-1+StopWordRemoval,FNS31063,31063.TXT,0.49604,0.55408,0.52345,3

ROUGE-2+StopWordRemoval,FNS31063,31063.TXT,0.26763,0.33606,0.29797,3

ROUGE-SU4+StopWordRemoval,FNS31063,31063.TXT,0.34947,0.32768,0.33822,3

ROUGE-L+StopWordRemoval,FNS32032,32032.TXT,0.37035,0.40227,0.38565,3

ROUGE-1+StopWordRemoval,FNS32032,32032.TXT,0.39536,0.50082,0.44189,3

ROUGE-2+StopWordRemoval,FNS32032,32032.TXT,0.18751,0.22091,0.20284,3

ROUGE-SU4+StopWordRemoval,FNS32032,32032.TXT,0.26473,0.24462,0.25428,3

ROUGE-L+StopWordRemoval,FNS31064,31064.TXT,0.45017,0.38326,0.41403,3

ROUGE-1+StopWordRemoval,FNS31064,31064.TXT,0.51891,0.43876,0.47548,3

ROUGE-2+StopWordRemoval,FNS31064,31064.TXT,0.26603,0.23652,0.25041,3

ROUGE-SU4+StopWordRemoval,FNS31064,31064.TXT,0.34525,0.22703,0.27393,3

ROUGE-L+StopWordRemoval,FNS32034,32034.TXT,0.39585,0.28204,0.32939,4

ROUGE-1+StopWordRemoval,FNS32034,32034.TXT,0.49427,0.32474,0.39196,4

ROUGE-2+StopWordRemoval,FNS32034,32034.TXT,0.18959,0.12281,0.14906,4

ROUGE-SU4+StopWordRemoval,FNS32034,32034.TXT,0.28429,0.14499,0.19204,4

ROUGE-L+StopWordRemoval,FNS32155,32155.TXT,0.27570,0.49063,0.35302,3

ROUGE-1+StopWordRemoval,FNS32155,32155.TXT,0.30397,0.61032,0.40582,3

ROUGE-2+StopWordRemoval,FNS32155,32155.TXT,0.12929,0.33979,0.18731,3

ROUGE-SU4+StopWordRemoval,FNS32155,32155.TXT,0.18875,0.36150,0.24800,3

ROUGE-L+StopWordRemoval,FNS30779,30779.TXT,0.29697,0.35238,0.32231,4

ROUGE-1+StopWordRemoval,FNS30779,30779.TXT,0.36851,0.45660,0.40786,4

ROUGE-2+StopWordRemoval,FNS30779,30779.TXT,0.17078,0.14306,0.15570,4

ROUGE-SU4+StopWordRemoval,FNS30779,30779.TXT,0.25111,0.18998,0.21631,4

ROUGE-L+StopWordRemoval,FNS30778,30778.TXT,0.33244,0.42728,0.37394,3

ROUGE-1+StopWordRemoval,FNS30778,30778.TXT,0.38228,0.55327,0.45215,3

ROUGE-2+StopWordRemoval,FNS30778,30778.TXT,0.20097,0.25000,0.22282,3

ROUGE-SU4+StopWordRemoval,FNS30778,30778.TXT,0.25298,0.27065,0.26152,3

ROUGE-L+StopWordRemoval,FNS30899,30899.TXT,0.50512,0.46357,0.48345,3

ROUGE-1+StopWordRemoval,FNS30899,30899.TXT,0.56103,0.54555,0.55318,3

ROUGE-2+StopWordRemoval,FNS30899,30899.TXT,0.36729,0.31551,0.33944,3

ROUGE-SU4+StopWordRemoval,FNS30899,30899.TXT,0.43768,0.29605,0.35319,3

ROUGE-L+StopWordRemoval,FNS31506,31506.TXT,0.33212,0.23963,0.27839,3

ROUGE-1+StopWordRemoval,FNS31506,31506.TXT,0.47621,0.34977,0.40331,3

ROUGE-2+StopWordRemoval,FNS31506,31506.TXT,0.14229,0.09265,0.11222,3

ROUGE-SU4+StopWordRemoval,FNS31506,31506.TXT,0.25258,0.14099,0.18097,3

ROUGE-L+StopWordRemoval,FNS31628,31628.TXT,0.31363,0.28690,0.29967,3

ROUGE-1+StopWordRemoval,FNS31628,31628.TXT,0.41689,0.41640,0.41664,3

ROUGE-2+StopWordRemoval,FNS31628,31628.TXT,0.16101,0.14418,0.15213,3

ROUGE-SU4+StopWordRemoval,FNS31628,31628.TXT,0.25541,0.18106,0.21191,3

ROUGE-L+StopWordRemoval,FNS32717,32717.TXT,0.47226,0.48047,0.47633,3

ROUGE-1+StopWordRemoval,FNS32717,32717.TXT,0.60311,0.54318,0.57158,3

ROUGE-2+StopWordRemoval,FNS32717,32717.TXT,0.33245,0.32759,0.33000,3

ROUGE-SU4+StopWordRemoval,FNS32717,32717.TXT,0.40532,0.31771,0.35621,3

ROUGE-L+StopWordRemoval,FNS31508,31508.TXT,0.39904,0.57045,0.46959,3

ROUGE-1+StopWordRemoval,FNS31508,31508.TXT,0.46794,0.68643,0.55651,3

ROUGE-2+StopWordRemoval,FNS31508,31508.TXT,0.25924,0.37120,0.30528,3

ROUGE-SU4+StopWordRemoval,FNS31508,31508.TXT,0.33754,0.36803,0.35213,3

ROUGE-L+StopWordRemoval,FNS31509,31509.TXT,0.39057,0.43130,0.40992,4

ROUGE-1+StopWordRemoval,FNS31509,31509.TXT,0.48564,0.49308,0.48933,4

ROUGE-2+StopWordRemoval,FNS31509,31509.TXT,0.23051,0.27590,0.25117,4

ROUGE-SU4+StopWordRemoval,FNS31509,31509.TXT,0.31027,0.27243,0.29012,4

ROUGE-L+StopWordRemoval,FNS32168,32168.TXT,0.26361,0.38739,0.31373,3

ROUGE-1+StopWordRemoval,FNS32168,32168.TXT,0.24345,0.54286,0.33615,3

ROUGE-2+StopWordRemoval,FNS32168,32168.TXT,0.09872,0.16062,0.12228,3

ROUGE-SU4+StopWordRemoval,FNS32168,32168.TXT,0.14840,0.22291,0.17818,3

ROUGE-L+StopWordRemoval,FNS31872,31872.TXT,0.30153,0.37009,0.33231,4

ROUGE-1+StopWordRemoval,FNS31872,31872.TXT,0.26076,0.47659,0.33709,4

ROUGE-2+StopWordRemoval,FNS31872,31872.TXT,0.07930,0.12564,0.09723,4

ROUGE-SU4+StopWordRemoval,FNS31872,31872.TXT,0.15722,0.19015,0.17213,4

ROUGE-L+StopWordRemoval,FNS31631,31631.TXT,0.48624,0.49916,0.49261,3

ROUGE-1+StopWordRemoval,FNS31631,31631.TXT,0.46132,0.56867,0.50940,3

ROUGE-2+StopWordRemoval,FNS31631,31631.TXT,0.28016,0.32859,0.30245,3

ROUGE-SU4+StopWordRemoval,FNS31631,31631.TXT,0.33656,0.31552,0.32570,3

ROUGE-L+StopWordRemoval,FNS31632,31632.TXT,0.39644,0.35514,0.37466,4

ROUGE-1+StopWordRemoval,FNS31632,31632.TXT,0.41023,0.41839,0.41427,4

ROUGE-2+StopWordRemoval,FNS31632,31632.TXT,0.23494,0.26011,0.24689,4

ROUGE-SU4+StopWordRemoval,FNS31632,31632.TXT,0.30106,0.26142,0.27984,4

ROUGE-L+StopWordRemoval,FNS31633,31633.TXT,0.37218,0.38873,0.38027,4

ROUGE-1+StopWordRemoval,FNS31633,31633.TXT,0.42237,0.45058,0.43602,4

ROUGE-2+StopWordRemoval,FNS31633,31633.TXT,0.30449,0.23977,0.26828,4

ROUGE-SU4+StopWordRemoval,FNS31633,31633.TXT,0.35584,0.23063,0.27987,4

ROUGE-L+StopWordRemoval,FNS33018,33018.TXT,0.29633,0.26506,0.27982,3

ROUGE-1+StopWordRemoval,FNS33018,33018.TXT,0.33173,0.26850,0.29678,3

ROUGE-2+StopWordRemoval,FNS33018,33018.TXT,0.11870,0.07543,0.09225,3

ROUGE-SU4+StopWordRemoval,FNS33018,33018.TXT,0.21149,0.10585,0.14109,3

ROUGE-L+StopWordRemoval,FNS32964,32964.TXT,0.30833,0.23592,0.26731,4

ROUGE-1+StopWordRemoval,FNS32964,32964.TXT,0.33654,0.28969,0.31136,4

ROUGE-2+StopWordRemoval,FNS32964,32964.TXT,0.13580,0.08695,0.10602,4

ROUGE-SU4+StopWordRemoval,FNS32964,32964.TXT,0.20077,0.11193,0.14373,4

ROUGE-L+StopWordRemoval,FNS31512,31512.TXT,0.44246,0.48370,0.46216,4

ROUGE-1+StopWordRemoval,FNS31512,31512.TXT,0.49347,0.58460,0.53518,4

ROUGE-2+StopWordRemoval,FNS31512,31512.TXT,0.28770,0.31293,0.29978,4

ROUGE-SU4+StopWordRemoval,FNS31512,31512.TXT,0.36697,0.30886,0.33542,4

ROUGE-L+StopWordRemoval,FNS32602,32602.TXT,0.43334,0.31551,0.36515,6

ROUGE-1+StopWordRemoval,FNS32602,32602.TXT,0.49039,0.38750,0.43291,6

ROUGE-2+StopWordRemoval,FNS32602,32602.TXT,0.22539,0.15780,0.18563,6

ROUGE-SU4+StopWordRemoval,FNS32602,32602.TXT,0.33350,0.17136,0.22639,6

ROUGE-L+StopWordRemoval,FNS31755,31755.TXT,0.67027,0.38902,0.49231,4

ROUGE-1+StopWordRemoval,FNS31755,31755.TXT,0.73715,0.43459,0.54681,4

ROUGE-2+StopWordRemoval,FNS31755,31755.TXT,0.58071,0.23602,0.33563,4

ROUGE-SU4+StopWordRemoval,FNS31755,31755.TXT,0.63896,0.22404,0.33176,4

ROUGE-L+StopWordRemoval,FNS31634,31634.TXT,0.36390,0.27807,0.31525,4

ROUGE-1+StopWordRemoval,FNS31634,31634.TXT,0.48137,0.38763,0.42944,4

ROUGE-2+StopWordRemoval,FNS31634,31634.TXT,0.20006,0.13571,0.16172,4

ROUGE-SU4+StopWordRemoval,FNS31634,31634.TXT,0.29654,0.17324,0.21871,4

ROUGE-L+StopWordRemoval,FNS31513,31513.TXT,0.43701,0.47351,0.45453,3

ROUGE-1+StopWordRemoval,FNS31513,31513.TXT,0.51637,0.53900,0.52744,3

ROUGE-2+StopWordRemoval,FNS31513,31513.TXT,0.26108,0.34034,0.29549,3

ROUGE-SU4+StopWordRemoval,FNS31513,31513.TXT,0.33334,0.33747,0.33539,3

ROUGE-L+StopWordRemoval,FNS32966,32966.TXT,0.25042,0.39294,0.30589,3

ROUGE-1+StopWordRemoval,FNS32966,32966.TXT,0.31957,0.42568,0.36507,3

ROUGE-2+StopWordRemoval,FNS32966,32966.TXT,0.09993,0.11808,0.10825,3

ROUGE-SU4+StopWordRemoval,FNS32966,32966.TXT,0.19230,0.17161,0.18137,3

ROUGE-L+StopWordRemoval,FNS31514,31514.TXT,0.32111,0.39189,0.35299,4

ROUGE-1+StopWordRemoval,FNS31514,31514.TXT,0.38276,0.47751,0.42492,4

ROUGE-2+StopWordRemoval,FNS31514,31514.TXT,0.15401,0.21597,0.17980,4

ROUGE-SU4+StopWordRemoval,FNS31514,31514.TXT,0.23545,0.23745,0.23645,4

ROUGE-L+StopWordRemoval,FNS33130,33130.TXT,0.46344,0.37758,0.41613,3

ROUGE-1+StopWordRemoval,FNS33130,33130.TXT,0.58985,0.43780,0.50257,3

ROUGE-2+StopWordRemoval,FNS33130,33130.TXT,0.34801,0.18980,0.24563,3

ROUGE-SU4+StopWordRemoval,FNS33130,33130.TXT,0.41789,0.21231,0.28156,3

ROUGE-L+StopWordRemoval,FNS30785,30785.TXT,0.34255,0.44535,0.38725,4

ROUGE-1+StopWordRemoval,FNS30785,30785.TXT,0.46155,0.56723,0.50896,4

ROUGE-2+StopWordRemoval,FNS30785,30785.TXT,0.19417,0.27892,0.22895,4

ROUGE-SU4+StopWordRemoval,FNS30785,30785.TXT,0.28303,0.30102,0.29175,4

ROUGE-L+StopWordRemoval,FNS31074,31074.TXT,0.44366,0.61087,0.51401,3

ROUGE-1+StopWordRemoval,FNS31074,31074.TXT,0.37687,0.67916,0.48475,3

ROUGE-2+StopWordRemoval,FNS31074,31074.TXT,0.24461,0.37484,0.29603,3

ROUGE-SU4+StopWordRemoval,FNS31074,31074.TXT,0.28795,0.37663,0.32638,3

ROUGE-L+StopWordRemoval,FNS32042,32042.TXT,0.19189,0.32471,0.24122,3

ROUGE-1+StopWordRemoval,FNS32042,32042.TXT,0.21987,0.55578,0.31509,3

ROUGE-2+StopWordRemoval,FNS32042,32042.TXT,0.04687,0.10690,0.06517,3

ROUGE-SU4+StopWordRemoval,FNS32042,32042.TXT,0.10989,0.21190,0.14473,3

ROUGE-L+StopWordRemoval,FNS32163,32163.TXT,0.54210,0.23065,0.32361,3

ROUGE-1+StopWordRemoval,FNS32163,32163.TXT,0.61444,0.32118,0.42185,3

ROUGE-2+StopWordRemoval,FNS32163,32163.TXT,0.41547,0.07776,0.13099,3

ROUGE-SU4+StopWordRemoval,FNS32163,32163.TXT,0.49650,0.11411,0.18557,3

ROUGE-L+StopWordRemoval,FNS30783,30783.TXT,0.51693,0.40281,0.45279,3

ROUGE-1+StopWordRemoval,FNS30783,30783.TXT,0.58391,0.45197,0.50954,3

ROUGE-2+StopWordRemoval,FNS30783,30783.TXT,0.32838,0.26215,0.29155,3

ROUGE-SU4+StopWordRemoval,FNS30783,30783.TXT,0.41511,0.25849,0.31859,3

ROUGE-L+StopWordRemoval,FNS32286,32286.TXT,0.51966,0.23264,0.32140,4

ROUGE-1+StopWordRemoval,FNS32286,32286.TXT,0.62109,0.25257,0.35911,4

ROUGE-2+StopWordRemoval,FNS32286,32286.TXT,0.36486,0.10237,0.15988,4

ROUGE-SU4+StopWordRemoval,FNS32286,32286.TXT,0.46912,0.11617,0.18622,4

ROUGE-L+StopWordRemoval,FNS30782,30782.TXT,0.27440,0.50521,0.35564,3

ROUGE-1+StopWordRemoval,FNS30782,30782.TXT,0.26788,0.60549,0.37143,3

ROUGE-2+StopWordRemoval,FNS30782,30782.TXT,0.11795,0.31841,0.17214,3

ROUGE-SU4+StopWordRemoval,FNS30782,30782.TXT,0.17632,0.32138,0.22771,3

ROUGE-L+StopWordRemoval,FNS32044,32044.TXT,0.29126,0.53570,0.37735,5

ROUGE-1+StopWordRemoval,FNS32044,32044.TXT,0.25486,0.67259,0.36965,5

ROUGE-2+StopWordRemoval,FNS32044,32044.TXT,0.14322,0.31318,0.19656,5

ROUGE-SU4+StopWordRemoval,FNS32044,32044.TXT,0.19454,0.34931,0.24990,5

ROUGE-L+StopWordRemoval,FNS32165,32165.TXT,0.42878,0.50592,0.46417,3

ROUGE-1+StopWordRemoval,FNS32165,32165.TXT,0.49382,0.58539,0.53572,3

ROUGE-2+StopWordRemoval,FNS32165,32165.TXT,0.24117,0.30830,0.27064,3

ROUGE-SU4+StopWordRemoval,FNS32165,32165.TXT,0.31616,0.32437,0.32021,3

ROUGE-L+StopWordRemoval,FNS31076,31076.TXT,0.62618,0.53005,0.57412,3

ROUGE-1+StopWordRemoval,FNS31076,31076.TXT,0.73686,0.58587,0.65275,3

ROUGE-2+StopWordRemoval,FNS31076,31076.TXT,0.47673,0.34524,0.40047,3

ROUGE-SU4+StopWordRemoval,FNS31076,31076.TXT,0.57690,0.32520,0.41594,3

ROUGE-L+StopWordRemoval,FNS30781,30781.TXT,0.32567,0.24173,0.27749,4

ROUGE-1+StopWordRemoval,FNS30781,30781.TXT,0.45665,0.31944,0.37592,4

ROUGE-2+StopWordRemoval,FNS30781,30781.TXT,0.13076,0.10289,0.11516,4

ROUGE-SU4+StopWordRemoval,FNS30781,30781.TXT,0.24919,0.13257,0.17307,4

ROUGE-L+StopWordRemoval,FNS31757,31757.TXT,0.40912,0.41393,0.41151,4

ROUGE-1+StopWordRemoval,FNS31757,31757.TXT,0.46882,0.48421,0.47639,4

ROUGE-2+StopWordRemoval,FNS31757,31757.TXT,0.26174,0.24679,0.25404,4

ROUGE-SU4+StopWordRemoval,FNS31757,31757.TXT,0.34953,0.24664,0.28921,4

ROUGE-L+StopWordRemoval,FNS31879,31879.TXT,0.33411,0.35616,0.34479,4

ROUGE-1+StopWordRemoval,FNS31879,31879.TXT,0.42171,0.43035,0.42599,4

