ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-SU4+StopWordRemoval,FNS31654,31654.TXT,0.65638,0.19804,0.30427,4

ROUGE-L+StopWordRemoval,FNS31655,31655.TXT,0.43446,0.49676,0.46352,3

ROUGE-1+StopWordRemoval,FNS31655,31655.TXT,0.44139,0.64680,0.52471,3

ROUGE-2+StopWordRemoval,FNS31655,31655.TXT,0.23922,0.32356,0.27507,3

ROUGE-SU4+StopWordRemoval,FNS31655,31655.TXT,0.30847,0.33630,0.32178,3

ROUGE-L+StopWordRemoval,FNS32865,32865.TXT,0.33218,0.20742,0.25538,3

ROUGE-1+StopWordRemoval,FNS32865,32865.TXT,0.43284,0.33433,0.37726,3

ROUGE-2+StopWordRemoval,FNS32865,32865.TXT,0.19732,0.09291,0.12633,3

ROUGE-SU4+StopWordRemoval,FNS32865,32865.TXT,0.28376,0.14227,0.18952,3

ROUGE-L+StopWordRemoval,FNS32623,32623.TXT,0.27583,0.20417,0.23465,3

ROUGE-1+StopWordRemoval,FNS32623,32623.TXT,0.30558,0.38446,0.34051,3

ROUGE-2+StopWordRemoval,FNS32623,32623.TXT,0.07617,0.08852,0.08188,3

ROUGE-SU4+StopWordRemoval,FNS32623,32623.TXT,0.15253,0.14794,0.15020,3

ROUGE-L+StopWordRemoval,FNS32061,32061.TXT,0.30514,0.22480,0.25888,4

ROUGE-1+StopWordRemoval,FNS32061,32061.TXT,0.46180,0.39455,0.42553,4

ROUGE-2+StopWordRemoval,FNS32061,32061.TXT,0.15955,0.10862,0.12925,4

ROUGE-SU4+StopWordRemoval,FNS32061,32061.TXT,0.25533,0.14721,0.18675,4

ROUGE-L+StopWordRemoval,FNS32183,32183.TXT,0.35961,0.21798,0.27143,3

ROUGE-1+StopWordRemoval,FNS32183,32183.TXT,0.56398,0.35564,0.43621,3

ROUGE-2+StopWordRemoval,FNS32183,32183.TXT,0.14030,0.07685,0.09930,3

ROUGE-SU4+StopWordRemoval,FNS32183,32183.TXT,0.27420,0.13222,0.17841,3

ROUGE-L+StopWordRemoval,FNS32185,32185.TXT,0.37999,0.31288,0.34319,3

ROUGE-1+StopWordRemoval,FNS32185,32185.TXT,0.40274,0.42966,0.41577,3

ROUGE-2+StopWordRemoval,FNS32185,32185.TXT,0.15158,0.17164,0.16099,3

ROUGE-SU4+StopWordRemoval,FNS32185,32185.TXT,0.24015,0.20763,0.22271,3

ROUGE-L+StopWordRemoval,FNS33154,33154.TXT,0.40912,0.31587,0.35650,3

ROUGE-1+StopWordRemoval,FNS33154,33154.TXT,0.45266,0.38325,0.41507,3

ROUGE-2+StopWordRemoval,FNS33154,33154.TXT,0.20689,0.18973,0.19794,3

ROUGE-SU4+StopWordRemoval,FNS33154,33154.TXT,0.27709,0.20665,0.23674,3

ROUGE-L+StopWordRemoval,FNS32186,32186.TXT,0.38991,0.36764,0.37845,3

ROUGE-1+StopWordRemoval,FNS32186,32186.TXT,0.47715,0.53626,0.50498,3

ROUGE-2+StopWordRemoval,FNS32186,32186.TXT,0.23000,0.23568,0.23281,3

ROUGE-SU4+StopWordRemoval,FNS32186,32186.TXT,0.29962,0.25129,0.27333,3

ROUGE-L+StopWordRemoval,FNS33035,33035.TXT,0.32302,0.20914,0.25389,3

ROUGE-1+StopWordRemoval,FNS33035,33035.TXT,0.42802,0.34341,0.38108,3

ROUGE-2+StopWordRemoval,FNS33035,33035.TXT,0.12206,0.09317,0.10568,3

ROUGE-SU4+StopWordRemoval,FNS33035,33035.TXT,0.22696,0.13832,0.17188,3

ROUGE-L+StopWordRemoval,FNS33155,33155.TXT,0.31214,0.26188,0.28481,4

ROUGE-1+StopWordRemoval,FNS33155,33155.TXT,0.36385,0.34758,0.35553,4

ROUGE-2+StopWordRemoval,FNS33155,33155.TXT,0.14556,0.13921,0.14231,4

ROUGE-SU4+StopWordRemoval,FNS33155,33155.TXT,0.22021,0.15691,0.18325,4

ROUGE-L+StopWordRemoval,FNS32067,32067.TXT,0.64876,0.43973,0.52418,3

ROUGE-1+StopWordRemoval,FNS32067,32067.TXT,0.69316,0.45031,0.54595,3

ROUGE-2+StopWordRemoval,FNS32067,32067.TXT,0.46998,0.23320,0.31173,3

ROUGE-SU4+StopWordRemoval,FNS32067,32067.TXT,0.54951,0.23898,0.33310,3

ROUGE-L+StopWordRemoval,FNS32190,32190.TXT,0.54534,0.35076,0.42693,3

ROUGE-1+StopWordRemoval,FNS32190,32190.TXT,0.62007,0.43026,0.50801,3

ROUGE-2+StopWordRemoval,FNS32190,32190.TXT,0.40173,0.19272,0.26048,3

ROUGE-SU4+StopWordRemoval,FNS32190,32190.TXT,0.47441,0.20558,0.28685,3

ROUGE-L+StopWordRemoval,FNS31659,31659.TXT,0.63991,0.51194,0.56881,3

ROUGE-1+StopWordRemoval,FNS31659,31659.TXT,0.69075,0.52284,0.59518,3

ROUGE-2+StopWordRemoval,FNS31659,31659.TXT,0.50289,0.34180,0.40699,3

ROUGE-SU4+StopWordRemoval,FNS31659,31659.TXT,0.54400,0.34296,0.42070,3

ROUGE-L+StopWordRemoval,FNS32156,32156.TXT,0.40586,0.24120,0.30258,4

ROUGE-1+StopWordRemoval,FNS32156,32156.TXT,0.52866,0.39002,0.44888,4

ROUGE-2+StopWordRemoval,FNS32156,32156.TXT,0.25463,0.13558,0.17694,4

ROUGE-SU4+StopWordRemoval,FNS32156,32156.TXT,0.36816,0.15673,0.21987,4

ROUGE-L+StopWordRemoval,FNS32157,32157.TXT,0.32981,0.29041,0.30886,3

ROUGE-1+StopWordRemoval,FNS32157,32157.TXT,0.41708,0.45470,0.43508,3

ROUGE-2+StopWordRemoval,FNS32157,32157.TXT,0.14817,0.15562,0.15181,3

ROUGE-SU4+StopWordRemoval,FNS32157,32157.TXT,0.24592,0.20529,0.22378,3

ROUGE-L+StopWordRemoval,FNS31620,31620.TXT,0.46019,0.31511,0.37408,4

ROUGE-1+StopWordRemoval,FNS31620,31620.TXT,0.47404,0.37626,0.41953,4

ROUGE-2+StopWordRemoval,FNS31620,31620.TXT,0.29641,0.15040,0.19955,4

ROUGE-SU4+StopWordRemoval,FNS31620,31620.TXT,0.36157,0.17510,0.23594,4

ROUGE-L+StopWordRemoval,FNS30894,30894.TXT,0.30820,0.32544,0.31659,4

ROUGE-1+StopWordRemoval,FNS30894,30894.TXT,0.39053,0.49051,0.43485,4

ROUGE-2+StopWordRemoval,FNS30894,30894.TXT,0.17988,0.18101,0.18044,4

ROUGE-SU4+StopWordRemoval,FNS30894,30894.TXT,0.24160,0.21885,0.22966,4

ROUGE-L+StopWordRemoval,FNS31983,31983.TXT,0.40940,0.34387,0.37378,3

ROUGE-1+StopWordRemoval,FNS31983,31983.TXT,0.44553,0.43171,0.43851,3

ROUGE-2+StopWordRemoval,FNS31983,31983.TXT,0.18724,0.25313,0.21526,3

ROUGE-SU4+StopWordRemoval,FNS31983,31983.TXT,0.28371,0.25786,0.27017,3

ROUGE-L+StopWordRemoval,FNS30895,30895.TXT,0.25023,0.24848,0.24935,3

ROUGE-1+StopWordRemoval,FNS30895,30895.TXT,0.28472,0.44926,0.34855,3

ROUGE-2+StopWordRemoval,FNS30895,30895.TXT,0.07253,0.09115,0.08078,3

ROUGE-SU4+StopWordRemoval,FNS30895,30895.TXT,0.15508,0.16128,0.15812,3

ROUGE-L+StopWordRemoval,FNS31984,31984.TXT,0.42122,0.43786,0.42938,3

ROUGE-1+StopWordRemoval,FNS31984,31984.TXT,0.46577,0.50840,0.48616,3

ROUGE-2+StopWordRemoval,FNS31984,31984.TXT,0.22037,0.27690,0.24542,3

ROUGE-SU4+StopWordRemoval,FNS31984,31984.TXT,0.30066,0.26751,0.28312,3

ROUGE-L+StopWordRemoval,FNS32954,32954.TXT,0.35049,0.26190,0.29979,4

ROUGE-1+StopWordRemoval,FNS32954,32954.TXT,0.36287,0.32765,0.34436,4

ROUGE-2+StopWordRemoval,FNS32954,32954.TXT,0.07843,0.13787,0.09999,4

ROUGE-SU4+StopWordRemoval,FNS32954,32954.TXT,0.18308,0.16107,0.17137,4

ROUGE-L+StopWordRemoval,FNS30897,30897.TXT,0.40545,0.28051,0.33160,3

ROUGE-1+StopWordRemoval,FNS30897,30897.TXT,0.48275,0.38802,0.43023,3

ROUGE-2+StopWordRemoval,FNS30897,30897.TXT,0.20709,0.10360,0.13811,3

ROUGE-SU4+StopWordRemoval,FNS30897,30897.TXT,0.31242,0.15172,0.20425,3

ROUGE-L+StopWordRemoval,FNS31623,31623.TXT,0.51955,0.36491,0.42871,4

ROUGE-1+StopWordRemoval,FNS31623,31623.TXT,0.60452,0.44660,0.51370,4

ROUGE-2+StopWordRemoval,FNS31623,31623.TXT,0.30309,0.22512,0.25835,4

ROUGE-SU4+StopWordRemoval,FNS31623,31623.TXT,0.41553,0.23284,0.29845,4

ROUGE-L+StopWordRemoval,FNS31987,31987.TXT,0.53057,0.53366,0.53211,3

ROUGE-1+StopWordRemoval,FNS31987,31987.TXT,0.59003,0.56393,0.57668,3

ROUGE-2+StopWordRemoval,FNS31987,31987.TXT,0.37490,0.34848,0.36121,3

ROUGE-SU4+StopWordRemoval,FNS31987,31987.TXT,0.43658,0.33391,0.37841,3

ROUGE-L+StopWordRemoval,FNS31866,31866.TXT,0.45103,0.37406,0.40896,4

ROUGE-1+StopWordRemoval,FNS31866,31866.TXT,0.51960,0.50614,0.51278,4

ROUGE-2+StopWordRemoval,FNS31866,31866.TXT,0.29313,0.27507,0.28381,4

ROUGE-SU4+StopWordRemoval,FNS31866,31866.TXT,0.36337,0.27096,0.31044,4

ROUGE-L+StopWordRemoval,FNS30777,30777.TXT,0.32750,0.22807,0.26889,3

ROUGE-1+StopWordRemoval,FNS30777,30777.TXT,0.34598,0.36727,0.35631,3

ROUGE-2+StopWordRemoval,FNS30777,30777.TXT,0.11770,0.12311,0.12034,3

ROUGE-SU4+StopWordRemoval,FNS30777,30777.TXT,0.18048,0.16088,0.17011,3

ROUGE-L+StopWordRemoval,FNS32392,32392.TXT,0.33811,0.34238,0.34023,4

ROUGE-1+StopWordRemoval,FNS32392,32392.TXT,0.39569,0.48350,0.43521,4

ROUGE-2+StopWordRemoval,FNS32392,32392.TXT,0.15538,0.18227,0.16776,4

ROUGE-SU4+StopWordRemoval,FNS32392,32392.TXT,0.23863,0.22128,0.22963,4

ROUGE-L+StopWordRemoval,FNS32150,32150.TXT,0.39687,0.30883,0.34736,3

ROUGE-1+StopWordRemoval,FNS32150,32150.TXT,0.47733,0.44092,0.45840,3

ROUGE-2+StopWordRemoval,FNS32150,32150.TXT,0.20530,0.13162,0.16041,3

ROUGE-SU4+StopWordRemoval,FNS32150,32150.TXT,0.29506,0.17693,0.22121,3

ROUGE-L+StopWordRemoval,FNS31061,31061.TXT,0.26682,0.09364,0.13863,3

ROUGE-1+StopWordRemoval,FNS31061,31061.TXT,0.42095,0.16819,0.24035,3

ROUGE-2+StopWordRemoval,FNS31061,31061.TXT,0.20694,0.05581,0.08791,3

ROUGE-SU4+StopWordRemoval,FNS31061,31061.TXT,0.31482,0.06471,0.10736,3

ROUGE-L+StopWordRemoval,FNS32272,32272.TXT,0.46946,0.30926,0.37288,4

ROUGE-1+StopWordRemoval,FNS32272,32272.TXT,0.48097,0.38908,0.43018,4

ROUGE-2+StopWordRemoval,FNS32272,32272.TXT,0.25758,0.16113,0.19825,4

ROUGE-SU4+StopWordRemoval,FNS32272,32272.TXT,0.33606,0.17334,0.22871,4

ROUGE-L+StopWordRemoval,FNS32394,32394.TXT,0.61486,0.37868,0.46870,3

ROUGE-1+StopWordRemoval,FNS32394,32394.TXT,0.64505,0.42663,0.51358,3

ROUGE-2+StopWordRemoval,FNS32394,32394.TXT,0.42414,0.25426,0.31793,3

ROUGE-SU4+StopWordRemoval,FNS32394,32394.TXT,0.49178,0.23187,0.31515,3

ROUGE-L+StopWordRemoval,FNS31063,31063.TXT,0.42035,0.37904,0.39863,3

ROUGE-1+StopWordRemoval,FNS31063,31063.TXT,0.48829,0.50737,0.49765,3

ROUGE-2+StopWordRemoval,FNS31063,31063.TXT,0.23153,0.23491,0.23321,3

ROUGE-SU4+StopWordRemoval,FNS31063,31063.TXT,0.32231,0.25479,0.28460,3

ROUGE-L+StopWordRemoval,FNS32032,32032.TXT,0.28096,0.42418,0.33803,3

ROUGE-1+StopWordRemoval,FNS32032,32032.TXT,0.27430,0.47374,0.34743,3

ROUGE-2+StopWordRemoval,FNS32032,32032.TXT,0.09300,0.30401,0.14243,3

ROUGE-SU4+StopWordRemoval,FNS32032,32032.TXT,0.15583,0.28259,0.20088,3

ROUGE-L+StopWordRemoval,FNS31064,31064.TXT,0.38353,0.27617,0.32111,3

ROUGE-1+StopWordRemoval,FNS31064,31064.TXT,0.49609,0.38579,0.43404,3

ROUGE-2+StopWordRemoval,FNS31064,31064.TXT,0.17331,0.10806,0.13312,3

ROUGE-SU4+StopWordRemoval,FNS31064,31064.TXT,0.27108,0.14195,0.18633,3

ROUGE-L+StopWordRemoval,FNS32034,32034.TXT,0.42195,0.26978,0.32913,4

ROUGE-1+StopWordRemoval,FNS32034,32034.TXT,0.51198,0.31658,0.39124,4

ROUGE-2+StopWordRemoval,FNS32034,32034.TXT,0.25017,0.11772,0.16010,4

ROUGE-SU4+StopWordRemoval,FNS32034,32034.TXT,0.32634,0.13349,0.18947,4

ROUGE-L+StopWordRemoval,FNS32155,32155.TXT,0.28307,0.45561,0.34919,3

ROUGE-1+StopWordRemoval,FNS32155,32155.TXT,0.31314,0.60895,0.41359,3

ROUGE-2+StopWordRemoval,FNS32155,32155.TXT,0.12159,0.29436,0.17210,3

ROUGE-SU4+StopWordRemoval,FNS32155,32155.TXT,0.18649,0.33279,0.23903,3

ROUGE-L+StopWordRemoval,FNS30779,30779.TXT,0.40934,0.41591,0.41260,4

ROUGE-1+StopWordRemoval,FNS30779,30779.TXT,0.33842,0.54033,0.41618,4

ROUGE-2+StopWordRemoval,FNS30779,30779.TXT,0.18780,0.24586,0.21294,4

ROUGE-SU4+StopWordRemoval,FNS30779,30779.TXT,0.24997,0.28528,0.26646,4

ROUGE-L+StopWordRemoval,FNS30778,30778.TXT,0.35752,0.48967,0.41329,3

ROUGE-1+StopWordRemoval,FNS30778,30778.TXT,0.42411,0.60356,0.49817,3

ROUGE-2+StopWordRemoval,FNS30778,30778.TXT,0.20927,0.33194,0.25670,3

ROUGE-SU4+StopWordRemoval,FNS30778,30778.TXT,0.27521,0.32327,0.29731,3

ROUGE-L+StopWordRemoval,FNS30899,30899.TXT,0.32958,0.23867,0.27686,3

ROUGE-1+StopWordRemoval,FNS30899,30899.TXT,0.41815,0.38653,0.40172,3

ROUGE-2+StopWordRemoval,FNS30899,30899.TXT,0.13387,0.09993,0.11444,3

ROUGE-SU4+StopWordRemoval,FNS30899,30899.TXT,0.23680,0.14206,0.17758,3

ROUGE-L+StopWordRemoval,FNS31506,31506.TXT,0.48705,0.36897,0.41986,3

ROUGE-1+StopWordRemoval,FNS31506,31506.TXT,0.59374,0.46053,0.51872,3

ROUGE-2+StopWordRemoval,FNS31506,31506.TXT,0.29667,0.23602,0.26289,3

ROUGE-SU4+StopWordRemoval,FNS31506,31506.TXT,0.38360,0.25002,0.30273,3

ROUGE-L+StopWordRemoval,FNS31628,31628.TXT,0.32630,0.29851,0.31178,3

ROUGE-1+StopWordRemoval,FNS31628,31628.TXT,0.42668,0.42146,0.42405,3

ROUGE-2+StopWordRemoval,FNS31628,31628.TXT,0.17417,0.16144,0.16756,3

ROUGE-SU4+StopWordRemoval,FNS31628,31628.TXT,0.27095,0.19546,0.22710,3

ROUGE-L+StopWordRemoval,FNS32717,32717.TXT,0.49156,0.47343,0.48232,3

ROUGE-1+StopWordRemoval,FNS32717,32717.TXT,0.58064,0.52075,0.54907,3

ROUGE-2+StopWordRemoval,FNS32717,32717.TXT,0.32736,0.30988,0.31838,3

ROUGE-SU4+StopWordRemoval,FNS32717,32717.TXT,0.40129,0.30309,0.34534,3

ROUGE-L+StopWordRemoval,FNS31508,31508.TXT,0.31912,0.37004,0.34270,3

ROUGE-1+StopWordRemoval,FNS31508,31508.TXT,0.42430,0.57409,0.48796,3

ROUGE-2+StopWordRemoval,FNS31508,31508.TXT,0.16845,0.20367,0.18439,3

ROUGE-SU4+StopWordRemoval,FNS31508,31508.TXT,0.25423,0.24405,0.24904,3

ROUGE-L+StopWordRemoval,FNS31509,31509.TXT,0.30639,0.29937,0.30284,4

ROUGE-1+StopWordRemoval,FNS31509,31509.TXT,0.37597,0.38490,0.38039,4

ROUGE-2+StopWordRemoval,FNS31509,31509.TXT,0.08779,0.11227,0.09853,4

ROUGE-SU4+StopWordRemoval,FNS31509,31509.TXT,0.18605,0.15488,0.16904,4

ROUGE-L+StopWordRemoval,FNS32168,32168.TXT,0.30813,0.45796,0.36839,3

ROUGE-1+StopWordRemoval,FNS32168,32168.TXT,0.27994,0.60652,0.38308,3

ROUGE-2+StopWordRemoval,FNS32168,32168.TXT,0.12531,0.26599,0.17036,3

ROUGE-SU4+StopWordRemoval,FNS32168,32168.TXT,0.18219,0.30174,0.22720,3

ROUGE-L+StopWordRemoval,FNS31872,31872.TXT,0.31584,0.40272,0.35403,4

ROUGE-1+StopWordRemoval,FNS31872,31872.TXT,0.24274,0.49037,0.32474,4

ROUGE-2+StopWordRemoval,FNS31872,31872.TXT,0.10395,0.24011,0.14509,4

ROUGE-SU4+StopWordRemoval,FNS31872,31872.TXT,0.16677,0.26330,0.20420,4

ROUGE-L+StopWordRemoval,FNS31631,31631.TXT,0.34472,0.32287,0.33344,3

ROUGE-1+StopWordRemoval,FNS31631,31631.TXT,0.44058,0.47400,0.45668,3

ROUGE-2+StopWordRemoval,FNS31631,31631.TXT,0.19464,0.18318,0.18874,3

ROUGE-SU4+StopWordRemoval,FNS31631,31631.TXT,0.27603,0.21242,0.24009,3

ROUGE-L+StopWordRemoval,FNS31632,31632.TXT,0.35573,0.27328,0.30910,4

ROUGE-1+StopWordRemoval,FNS31632,31632.TXT,0.35037,0.35262,0.35149,4

ROUGE-2+StopWordRemoval,FNS31632,31632.TXT,0.15906,0.16037,0.15971,4

ROUGE-SU4+StopWordRemoval,FNS31632,31632.TXT,0.22855,0.18448,0.20416,4

ROUGE-L+StopWordRemoval,FNS31633,31633.TXT,0.31371,0.34136,0.32695,4

ROUGE-1+StopWordRemoval,FNS31633,31633.TXT,0.31185,0.41836,0.35734,4

ROUGE-2+StopWordRemoval,FNS31633,31633.TXT,0.16280,0.23753,0.19319,4

ROUGE-SU4+StopWordRemoval,FNS31633,31633.TXT,0.24525,0.24128,0.24325,4

ROUGE-L+StopWordRemoval,FNS33018,33018.TXT,0.27987,0.21930,0.24591,3

ROUGE-1+StopWordRemoval,FNS33018,33018.TXT,0.34784,0.34297,0.34539,3

ROUGE-2+StopWordRemoval,FNS33018,33018.TXT,0.07656,0.05826,0.06616,3

ROUGE-SU4+StopWordRemoval,FNS33018,33018.TXT,0.18352,0.11618,0.14229,3

ROUGE-L+StopWordRemoval,FNS32964,32964.TXT,0.34388,0.26630,0.30016,4

ROUGE-1+StopWordRemoval,FNS32964,32964.TXT,0.38658,0.34122,0.36248,4

ROUGE-2+StopWordRemoval,FNS32964,32964.TXT,0.18058,0.15079,0.16434,4

ROUGE-SU4+StopWordRemoval,FNS32964,32964.TXT,0.24720,0.15875,0.19334,4

ROUGE-L+StopWordRemoval,FNS31512,31512.TXT,0.35059,0.25740,0.29685,4

ROUGE-1+StopWordRemoval,FNS31512,31512.TXT,0.45186,0.36861,0.40601,4

ROUGE-2+StopWordRemoval,FNS31512,31512.TXT,0.15291,0.09739,0.11899,4

ROUGE-SU4+StopWordRemoval,FNS31512,31512.TXT,0.26359,0.13910,0.18210,4

ROUGE-L+StopWordRemoval,FNS32602,32602.TXT,0.42383,0.24191,0.30802,6

ROUGE-1+StopWordRemoval,FNS32602,32602.TXT,0.48032,0.35675,0.40942,6

ROUGE-2+StopWordRemoval,FNS32602,32602.TXT,0.19649,0.09822,0.13097,6

ROUGE-SU4+StopWordRemoval,FNS32602,32602.TXT,0.31085,0.13515,0.18839,6

ROUGE-L+StopWordRemoval,FNS31755,31755.TXT,0.48278,0.20655,0.28932,4

ROUGE-1+StopWordRemoval,FNS31755,31755.TXT,0.59465,0.31549,0.41226,4

ROUGE-2+StopWordRemoval,FNS31755,31755.TXT,0.29715,0.06920,0.11226,4

ROUGE-SU4+StopWordRemoval,FNS31755,31755.TXT,0.41915,0.11245,0.17732,4

ROUGE-L+StopWordRemoval,FNS31634,31634.TXT,0.33660,0.20246,0.25284,4

ROUGE-1+StopWordRemoval,FNS31634,31634.TXT,0.43444,0.34001,0.38147,4

ROUGE-2+StopWordRemoval,FNS31634,31634.TXT,0.08985,0.06269,0.07385,4

ROUGE-SU4+StopWordRemoval,FNS31634,31634.TXT,0.21281,0.12287,0.15579,4

ROUGE-L+StopWordRemoval,FNS31513,31513.TXT,0.38641,0.32330,0.35205,3

ROUGE-1+StopWordRemoval,FNS31513,31513.TXT,0.48858,0.45720,0.47237,3

ROUGE-2+StopWordRemoval,FNS31513,31513.TXT,0.19803,0.20901,0.20337,3

ROUGE-SU4+StopWordRemoval,FNS31513,31513.TXT,0.28503,0.23895,0.25996,3

ROUGE-L+StopWordRemoval,FNS32966,32966.TXT,0.39210,0.41813,0.40470,3

ROUGE-1+StopWordRemoval,FNS32966,32966.TXT,0.38220,0.56653,0.45646,3

ROUGE-2+StopWordRemoval,FNS32966,32966.TXT,0.18503,0.25110,0.21306,3

ROUGE-SU4+StopWordRemoval,FNS32966,32966.TXT,0.26961,0.28231,0.27581,3

ROUGE-L+StopWordRemoval,FNS31514,31514.TXT,0.28993,0.25000,0.26849,4

ROUGE-1+StopWordRemoval,FNS31514,31514.TXT,0.30309,0.37370,0.33471,4

ROUGE-2+StopWordRemoval,FNS31514,31514.TXT,0.10713,0.12045,0.11340,4

ROUGE-SU4+StopWordRemoval,FNS31514,31514.TXT,0.18103,0.16016,0.16996,4

ROUGE-L+StopWordRemoval,FNS33130,33130.TXT,0.35397,0.22771,0.27714,3

ROUGE-1+StopWordRemoval,FNS33130,33130.TXT,0.40036,0.36516,0.38195,3

ROUGE-2+StopWordRemoval,FNS33130,33130.TXT,0.14239,0.11716,0.12855,3

ROUGE-SU4+StopWordRemoval,FNS33130,33130.TXT,0.22591,0.15322,0.18260,3

ROUGE-L+StopWordRemoval,FNS30785,30785.TXT,0.37495,0.38958,0.38212,4

ROUGE-1+StopWordRemoval,FNS30785,30785.TXT,0.47218,0.55750,0.51131,4

ROUGE-2+StopWordRemoval,FNS30785,30785.TXT,0.19201,0.17240,0.18168,4

ROUGE-SU4+StopWordRemoval,FNS30785,30785.TXT,0.27742,0.22412,0.24794,4

ROUGE-L+StopWordRemoval,FNS31074,31074.TXT,0.36646,0.25778,0.30266,3

ROUGE-1+StopWordRemoval,FNS31074,31074.TXT,0.46040,0.37754,0.41487,3

ROUGE-2+StopWordRemoval,FNS31074,31074.TXT,0.15818,0.10545,0.12655,3

ROUGE-SU4+StopWordRemoval,FNS31074,31074.TXT,0.25186,0.14189,0.18152,3

ROUGE-L+StopWordRemoval,FNS32042,32042.TXT,0.21783,0.33404,0.26370,3

ROUGE-1+StopWordRemoval,FNS32042,32042.TXT,0.21115,0.53994,0.30359,3

ROUGE-2+StopWordRemoval,FNS32042,32042.TXT,0.04650,0.10617,0.06468,3

ROUGE-SU4+StopWordRemoval,FNS32042,32042.TXT,0.10114,0.19531,0.13326,3

ROUGE-L+StopWordRemoval,FNS32163,32163.TXT,0.55008,0.22004,0.31434,3

ROUGE-1+StopWordRemoval,FNS32163,32163.TXT,0.63888,0.34618,0.44904,3

ROUGE-2+StopWordRemoval,FNS32163,32163.TXT,0.41367,0.07377,0.12522,3

ROUGE-SU4+StopWordRemoval,FNS32163,32163.TXT,0.50827,0.11978,0.19388,3

ROUGE-L+StopWordRemoval,FNS30783,30783.TXT,0.44816,0.31905,0.37274,3

ROUGE-1+StopWordRemoval,FNS30783,30783.TXT,0.56730,0.41848,0.48166,3

ROUGE-2+StopWordRemoval,FNS30783,30783.TXT,0.27630,0.20478,0.23523,3

ROUGE-SU4+StopWordRemoval,FNS30783,30783.TXT,0.36624,0.21713,0.27263,3

ROUGE-L+StopWordRemoval,FNS32286,32286.TXT,0.34858,0.13661,0.19629,4

ROUGE-1+StopWordRemoval,FNS32286,32286.TXT,0.47389,0.21515,0.29594,4

ROUGE-2+StopWordRemoval,FNS32286,32286.TXT,0.08822,0.03148,0.04640,4

ROUGE-SU4+StopWordRemoval,FNS32286,32286.TXT,0.24618,0.07243,0.11192,4

ROUGE-L+StopWordRemoval,FNS30782,30782.TXT,0.28787,0.39918,0.33451,3

ROUGE-1+StopWordRemoval,FNS30782,30782.TXT,0.28090,0.53273,0.36784,3

ROUGE-2+StopWordRemoval,FNS30782,30782.TXT,0.09566,0.20770,0.13099,3

ROUGE-SU4+StopWordRemoval,FNS30782,30782.TXT,0.16588,0.24273,0.19708,3

ROUGE-L+StopWordRemoval,FNS32044,32044.TXT,0.33380,0.53700,0.41169,5

ROUGE-1+StopWordRemoval,FNS32044,32044.TXT,0.28989,0.68375,0.40716,5

ROUGE-2+StopWordRemoval,FNS32044,32044.TXT,0.17497,0.33201,0.22917,5

ROUGE-SU4+StopWordRemoval,FNS32044,32044.TXT,0.22583,0.36129,0.27793,5

ROUGE-L+StopWordRemoval,FNS32165,32165.TXT,0.35158,0.32488,0.33770,3

ROUGE-1+StopWordRemoval,FNS32165,32165.TXT,0.43079,0.49779,0.46187,3

ROUGE-2+StopWordRemoval,FNS32165,32165.TXT,0.14635,0.15440,0.15026,3

ROUGE-SU4+StopWordRemoval,FNS32165,32165.TXT,0.23329,0.20880,0.22037,3

ROUGE-L+StopWordRemoval,FNS31076,31076.TXT,0.32170,0.21212,0.25566,3

ROUGE-1+StopWordRemoval,FNS31076,31076.TXT,0.45708,0.34275,0.39175,3

ROUGE-2+StopWordRemoval,FNS31076,31076.TXT,0.12905,0.07441,0.09439,3

ROUGE-SU4+StopWordRemoval,FNS31076,31076.TXT,0.26249,0.12861,0.17264,3

ROUGE-L+StopWordRemoval,FNS30781,30781.TXT,0.39577,0.30526,0.34467,4

ROUGE-1+StopWordRemoval,FNS30781,30781.TXT,0.46808,0.34870,0.39967,4

ROUGE-2+StopWordRemoval,FNS30781,30781.TXT,0.17650,0.17623,0.17636,4

ROUGE-SU4+StopWordRemoval,FNS30781,30781.TXT,0.28734,0.17881,0.22044,4

ROUGE-L+StopWordRemoval,FNS31757,31757.TXT,0.33098,0.27971,0.30319,4

ROUGE-1+StopWordRemoval,FNS31757,31757.TXT,0.35670,0.39704,0.37579,4

ROUGE-2+StopWordRemoval,FNS31757,31757.TXT,0.14219,0.14097,0.14157,4

ROUGE-SU4+StopWordRemoval,FNS31757,31757.TXT,0.23134,0.16944,0.19561,4

ROUGE-L+StopWordRemoval,FNS31879,31879.TXT,0.26076,0.16667,0.20336,4

ROUGE-1+StopWordRemoval,FNS31879,31879.TXT,0.35533,0.33095,0.34271,4

